"","year","trait","GEN","value"
"723",17,"FNt","L0926",5.17000821
"724",17,"FNt","L0551",4.05147116
"725",17,"FNt","L0670",4.89678537
"726",17,"FNt","L0873",4.49059632
"727",17,"FNt","L0059",5.56795963
"728",17,"FNt","L1088",5.19238763
"729",17,"FNt","L0384",5.11148525
"730",17,"FNt","L0927",4.66430895
"731",17,"FNt","L0029",5.08628619
"732",17,"FNt","L0534",5.02690489
"733",17,"FNt","L1242",5.1378675
"734",17,"FNt","L0606",4.33577531
"735",17,"FNt","L0990",5.16352289
"736",17,"FNt","L1139",4.89927977
"737",17,"FNt","L1128",5.03283677
"738",17,"FNt","L1193",0.654016120000001
"739",17,"FNt","L0746",2.13226399
"740",17,"FNt","L0796",3.66497644
"741",17,"FNt","L0008",5.21192131
"742",17,"FNt","L0713",5.01746406
"743",17,"FNt","L0594",4.82236033
"744",17,"FNt","L0466",5.1990395
"745",17,"FNt","L0919",5.01457908
"746",17,"FNt","L0129",0.483120250000001
"747",17,"FNt","L0259",5.14495928
"748",17,"FNt","L0850",5.20673639
"749",17,"FNt","L0366",4.40467173
"750",17,"FNt","L0232",3.85879078
"751",17,"FNt","L1269",5.52566191
"752",17,"FNt","L0025",4.21148275
"753",17,"FNt","L0237",3.41083335
"754",17,"FNt","L0370",0.602861170000001
"755",17,"FNt","L0939",3.37847491
"756",17,"FNt","L0812",4.2484888
"757",17,"FNt","L0960",3.70295294
"758",17,"FNt","L1124",4.28207987
"759",17,"FNt","L0568",4.72184234
"760",17,"FNt","L1176",5.18900396
"761",17,"FNt","L0797",4.93152155
"762",17,"FNt","L0984",5.28736062
"763",17,"FNt","L1110",5.68676372
"764",17,"FNt","L0776",5.19029327
"765",17,"FNt","L0393",3.83335461
"766",17,"FNt","L1228",4.13488417
"767",17,"FNt","L0328",4.00967786
"768",17,"FNt","L1057",4.30177759
"769",17,"FNt","L0529",5.37015464
"770",17,"FNt","L1284",4.34234944
"771",17,"FNt","L0485",3.82855441
"772",17,"FNt","L0577",4.95983628
"773",17,"FNt","L0898",4.94493349
"774",17,"FNt","L0952",4.47086317
"775",17,"FNt","L0448",5.03517741
"776",17,"FNt","L0080",5.26425671
"777",17,"FNt","L0019",4.52519027
"778",17,"FNt","L1199",0.77018495
"779",17,"FNt","L0687",5.14573265
"780",17,"FNt","L0579",5.090766
"781",17,"FNt","L0837",4.47429928
"782",17,"FNt","L0128",4.42601334
"783",17,"FNt","L1016",5.37452239
"784",17,"FNt","L0352",4.8985267
"785",17,"FNt","L0688",5.18734741
"786",17,"FNt","L0264",2.97824547
"787",17,"FNt","L0199",4.80090871
"788",17,"FNt","L1180",5.17205928
"789",17,"FNt","L0238",4.97237512
"790",17,"FNt","L0442",5.23829093
"791",17,"FNt","L0383",5.04285086
"792",17,"FNt","L0161",5.27578848
"793",17,"FNt","L0627",4.15790091
"794",17,"FNt","L0024",2.67129935
"795",17,"FNt","L1077",5.07096003
"796",17,"FNt","L0018",4.84705007
"797",17,"FNt","L1182",5.13251468
"798",17,"FNt","L0699",5.34609376
"799",17,"FNt","L0477",5.44951084
"800",17,"FNt","L0398",3.74580378
"801",17,"FNt","L0323",4.43918725
"802",17,"FNt","L0006",4.29351778
"803",17,"FNt","L0735",2.96298226
"804",17,"FNt","L0828",5.32734822
"805",17,"FNt","L0986",4.9865919
"806",17,"FNt","L0168",5.19924594
"807",17,"FNt","L0391",5.20772977
"808",17,"FNt","L0619",4.45834782
"809",17,"FNt","L0876",5.06525715
"810",17,"FNt","L1250",3.42061107
"811",17,"FNt","L0243",5.28124456
"812",17,"FNt","L0186",3.66323465
"813",17,"FNt","L0503",4.71945806
"814",17,"FNt","L0772",3.6471173
"815",17,"FNt","L0686",4.72151005
"816",17,"FNt","L0425",5.02554189
"817",17,"FNt","L0957",4.79500213
"818",17,"FNt","L1066",1.00023612
"819",17,"FNt","L1185",5.83498576
"820",17,"FNt","L0151",4.81204616
"821",17,"FNt","L0618",4.81472772
"822",17,"FNt","L0401",4.82067968
"823",17,"FNt","L0600",5.21927925
"824",17,"FNt","L1054",5.14216603
"825",17,"FNt","L0218",4.5283836
"826",17,"FNt","L0349",5.2830061
"827",17,"FNt","L1360",4.36862925
"828",17,"FNt","L0839",4.15402451
"829",17,"FNt","L0886",3.38952731
"830",17,"FNt","L0682",0.47762682
"831",17,"FNt","L1358",4.70020711
"832",17,"FNt","L0666",4.86772906
"833",17,"FNt","L0903",0.28019542
"834",17,"FNt","L0164",4.99385989
"835",17,"FNt","L0023",5.08625946
"836",17,"FNt","L0236",5.24854931
"837",17,"FNt","L0100",4.56413567
"838",17,"FNt","L0311",5.0289281
"839",17,"FNt","L0763",3.32669903
"840",17,"FNt","L1194",4.68942633
"841",17,"FNt","L0620",5.61433529
"842",17,"FNt","L0121",4.99750893
"843",17,"FNt","L0931",5.02986626
"844",17,"FNt","L0079",4.5703586
"845",17,"FNt","L0639",5.30722757
"846",17,"FNt","L1123",5.193884
"847",17,"FNt","L1282",4.68713742
"848",17,"FNt","L0178",4.67925096
"849",17,"FNt","L0381",0.61751624
"850",17,"FNt","L0946",5.43757027
"851",17,"FNt","L0378",4.50501103
"852",17,"FNt","L1165",5.08475673
"853",17,"FNt","L0592",4.89954157
"854",17,"FNt","L0190",5.21295096
"855",17,"FNt","L1006",0.499434920000001
"856",17,"FNt","L0626",5.15224326
"857",17,"FNt","L0677",5.6485883
"858",17,"FNt","L0512",4.99148885
"859",17,"FNt","L1317",4.69454113
"860",17,"FNt","L0847",0.7754727
"861",17,"FNt","L0010",4.95615853
"862",17,"FNt","L0446",5.21932345
"863",17,"FNt","L1365",3.88820749
"864",17,"FNt","L0910",5.25801527
"865",17,"FNt","L0330",5.24004984
"866",17,"FNt","L0625",5.10926833
"867",17,"FNt","L0742",4.96719033
"868",17,"FNt","L1044",5.18776233
"869",17,"FNt","L1192",4.99582256
"870",17,"FNt","L0962",4.78023521
"871",17,"FNt","L0769",5.01880268
"872",17,"FNt","L1275",4.81281729
"873",17,"FNt","L0207",4.77002208
"874",17,"FNt","L0180",5.11096897
"875",17,"FNt","L0930",4.0056809
"876",17,"FNt","L1149",5.00027049
"877",17,"FNt","L1230",4.89867424
"878",17,"FNt","L0403",5.18159806
"879",17,"FNt","L0691",5.07943907
"880",17,"FNt","L0396",4.96363821
"881",17,"FNt","L0692",5.09230936
"882",17,"FNt","L0675",5.07743818
"883",17,"FNt","L0548",5.24657172
"884",17,"FNt","L0637",5.30866111
"885",17,"FNt","L0798",4.93048884
"886",17,"FNt","L0557",4.23986
"887",17,"FNt","L1023",5.13189541
"888",17,"FNt","L1138",5.24204927
"889",17,"FNt","L0879",4.60955893
"890",17,"FNt","L0357",5.3102729
"891",17,"FNt","L1071",2.75927151
"892",17,"FNt","L0610",5.46167287
"893",17,"FNt","L1354",4.87065298
"894",17,"FNt","L1141",5.25079965
"895",17,"FNt","L1014",4.43780916
"896",17,"FNt","L0846",4.18286298
"897",17,"FNt","L0337",5.16003381
"898",17,"FNt","L0564",4.92688667
"899",17,"FNt","L0424",5.62515021
"900",17,"FNt","L0821",5.25968973
"901",17,"FNt","L1301",4.80617125
"902",17,"FNt","L0119",5.06888454
"903",17,"FNt","L0261",2.64338822
"904",17,"FNt","L0209",5.17564814
"905",17,"FNt","L0945",5.33256269
"906",17,"FNt","L0536",4.77267076
"907",17,"FNt","L0541",5.06742345
"908",17,"FNt","L1278",0.91787069
"909",17,"FNt","L0016",4.79081685
"910",17,"FNt","L0106",4.88058087
"911",17,"FNt","L0667",3.35211756
"912",17,"FNt","L0044",4.78480859
"913",17,"FNt","L1134",5.15386428
"914",17,"FNt","L1342",2.34538344
"915",17,"FNt","L0474",5.63319206
"916",17,"FNt","L0608",0.496441630000001
"917",17,"FNt","L0814",4.40604483
"918",17,"FNt","L0560",4.95130285
"919",17,"FNt","L0332",3.95577274
"920",17,"FNt","L0011",5.37426259
"921",17,"FNt","L0759",4.92515948
"922",17,"FNt","L0657",5.07790161
"923",17,"FNt","L1081",4.53648771
"924",17,"FNt","L0672",5.02564829
"925",17,"FNt","L0045",5.02211432
"926",17,"FNt","L0138",4.31594981
"927",17,"FNt","L0473",0.419053770000001
"928",17,"FNt","L0037",5.00357095
"929",17,"FNt","L0789",4.60828037
"930",17,"FNt","L0115",4.85076884
"931",17,"FNt","L1322",4.55227171
"932",17,"FNt","L1170",4.19264656
"933",17,"FNt","L0380",5.09530691
"934",17,"FNt","L0342",4.26631359
"935",17,"FNt","L0794",5.19173727
"936",17,"FNt","L0633",4.96675734
"937",17,"FNt","L1350",5.20026343
"938",17,"FNt","L0251",5.03244379
"939",17,"FNt","L1202",4.73401653
"940",17,"FNt","L0549",5.17557132
"941",17,"FNt","L0258",4.3683417
"942",17,"FNt","L1211",5.07829135
"943",17,"FNt","L0942",1.59605118
"944",17,"FNt","L0081",4.85100405
"945",17,"FNt","L1181",3.68394599
"946",17,"FNt","L0067",2.86961203
"947",17,"FNt","L1359",5.17206385
"948",17,"FNt","L0278",4.84546885
"949",17,"FNt","L0998",5.03056583
"950",17,"FNt","L0031",4.92934307
"951",17,"FNt","L0595",5.50637497
"952",17,"FNt","L1271",3.35254753
"953",17,"FNt","L1277",5.36982526
"954",17,"FNt","L0676",5.30934832
"955",17,"FNt","L0615",4.81694178
"956",17,"FNt","L0385",5.09178017
"957",17,"FNt","L0457",4.47634608
"958",17,"FNt","L0511",4.59632273
"959",17,"FNt","L1100",4.90201594
"960",17,"FNt","L0422",5.002521
"961",17,"FNt","L0200",5.40241522
"962",17,"FNt","L0476",4.43165097
"963",17,"FNt","L1325",4.35998785
"964",17,"FNt","L1243",4.89309278
"965",17,"FNt","L0520",5.36235697
"966",17,"FNt","L0533",5.03697898
"967",17,"FNt","L0493",5.30727862
"968",17,"FNt","L0914",5.1417634
"969",17,"FNt","L0078",4.93731027
"970",17,"FNt","L1288",4.75750888
"971",17,"FNt","L0870",5.03313215
"972",17,"FNt","L0624",5.27729134
"973",17,"FNt","L1347",5.13419337
"974",17,"FNt","L0148",5.15212747
"975",17,"FNt","L1302",2.91676296
"976",17,"FNt","L0704",4.18386049
"977",17,"FNt","L0225",5.30044687
"978",17,"FNt","L0706",4.93109796
"979",17,"FNt","L0095",5.28994783
"980",17,"FNt","L0315",5.02885198
"981",17,"FNt","L1367",5.03968501
"982",17,"FNt","L0433",4.78317258
"983",17,"FNt","L0884",5.25748361
"984",17,"FNt","L0698",5.07171272
"985",17,"FNt","L0040",5.07350962
"986",17,"FNt","L0695",4.46610404
"987",17,"FNt","L0717",4.91174803
"988",17,"FNt","L1373",5.06785758
"989",17,"FNt","L0891",5.06699105
"990",17,"FNt","L1353",4.30654756
"991",17,"FNt","L0451",5.37766362
"992",17,"FNt","L1122",5.1086094
"993",17,"FNt","L0547",3.94019746
"994",17,"FNt","L1246",5.43774411
"995",17,"FNt","L0981",0.82402812
"996",17,"FNt","L0767",5.09694977
"997",17,"FNt","L0877",0.96849919
"998",17,"FNt","L1036",4.98630484
"999",17,"FNt","L0310",4.12024992
"1000",17,"FNt","L0690",4.48752703
"1001",17,"FNt","L1067",3.80457443
"1002",17,"FNt","L0603",5.21344714
"1003",17,"FNt","L0279",5.22252995
"1004",17,"FNt","L0239",5.24714972
"1005",17,"FNt","L0750",4.498659
"1006",17,"FNt","L0524",3.43552
"1007",17,"FNt","L0872",4.81841855
"1008",17,"FNt","L0822",0.31616566
"1009",17,"FNt","L0460",4.62434204
"1010",17,"FNt","L0241",5.31178681
"1011",17,"FNt","L0658",4.71008017
"1012",17,"FNt","L1285",5.27746204
"1013",17,"FNt","L0083",0.43868593
"1014",17,"FNt","L0523",5.38416445
"1015",17,"FNt","L0901",0.34714811
"1016",17,"FNt","L0780",5.51614206
"1017",17,"FNt","L0507",4.96962608
"1018",17,"FNt","L0728",5.17875205
"1019",17,"FNt","L0347",5.62659302
"1020",17,"FNt","L1372",5.1551136
"1021",17,"FNt","L0854",1.63832279
"1022",17,"FNt","L0397",4.8939843
"1023",17,"FNt","L0554",5.08863365
"1024",17,"FNt","L0771",4.48771781
"1025",17,"FNt","L0642",2.77311668
"1026",17,"FNt","L1029",4.29343436
"1027",17,"FNt","L0944",5.05568884
"1028",17,"FNt","L1119",5.14461775
"1029",17,"FNt","L1310",4.8898548
"1030",17,"FNt","L0215",4.72324437
"1031",17,"FNt","L0255",5.64520698
"1032",17,"FNt","L0617",0.10811286
"1033",17,"FNt","L0775",4.79582022
"1034",17,"FNt","L0660",3.97847086
"1035",17,"FNt","L1294",4.21875413
"1036",17,"FNt","L1226",5.1582135
"1037",17,"FNt","L0221",5.26042554
"1038",17,"FNt","L0539",3.44054222
"1039",17,"FNt","L1357",4.71371471
"1040",17,"FNt","L0475",5.03610492
"1041",17,"FNt","L1272",4.42264629
"1042",17,"FNt","L0329",3.79810126
"1043",17,"FNt","L0326",4.26305054
"1044",17,"FNt","L0508",3.81877918
"1045",17,"FNt","L0076",5.12610105
"1046",17,"FNt","L0809",5.03673092
"1047",17,"FNt","L0866",4.73702044
"1048",17,"FNt","L1256",3.96435587
"1049",17,"FNt","L1079",4.43313944
"1050",17,"FNt","L0185",4.36109029
"1051",17,"FNt","L0597",4.96874826
"1052",17,"FNt","L0229",5.50274387
"1053",17,"FNt","L0411",5.28255394
"1054",17,"FNt","L0522",3.00001635
"1055",17,"FNt","L0282",5.38246256
"1056",17,"FNt","L0064",4.97698109
"1057",17,"FNt","L0409",3.55939353
"1058",17,"FNt","L0407",5.26722761
"1059",17,"FNt","L0685",5.14167845
"1060",17,"FNt","L0137",5.35527938
"1061",17,"FNt","L0189",4.83600507
"1062",17,"FNt","L0158",4.60947438
"1063",17,"FNt","L1153",4.83851977
"1064",17,"FNt","L0470",4.9000884
"1065",17,"FNt","L1109",0.55301092
"1066",17,"FNt","L0710",5.37285254
"1067",17,"FNt","L0077",5.77108091
"1068",17,"FNt","L0712",2.65971083
"1069",17,"FNt","L0303",5.2800207
"1070",17,"FNt","L0402",5.06211936
"1071",17,"FNt","L0730",5.13410485
"1072",17,"FNt","L0718",3.86115084
"1073",17,"FNt","L1189",5.53868267
"1074",17,"FNt","L1092",5.62853058
"1075",17,"FNt","L1280",4.90926872
"1076",17,"FNt","L0163",5.03126821
"1077",17,"FNt","L1274",5.1105104
"1078",17,"FNt","L0437",5.47847555
"1079",17,"FNt","L1330",4.86607206
"1080",17,"FNt","L0191",5.00092629
"1081",17,"HD","L1262",141.40328754
"1082",17,"HD","L0848",143.63275761
"1083",17,"HD","L1138",144.56404441
"1084",17,"HD","L0391",142.80221191
"1085",17,"HD","L0612",147.0207823
"1086",17,"HD","L1294",140.06585783
"1087",17,"HD","L1279",144.36260351
"1088",17,"HD","L0522",148.34795364
"1089",17,"HD","L0533",146.91872875
"1090",17,"HD","L1135",144.12194408
"1091",17,"HD","L0191",148.26305738
"1092",17,"HD","L0281",144.57551862
"1093",17,"HD","L0158",142.83768465
"1094",17,"HD","L0750",139.6023521
"1095",17,"HD","L0407",143.2854206
"1096",17,"HD","L0119",145.12333572
"1097",17,"HD","L0642",143.69684151
"1098",17,"HD","L1243",150.54121281
"1099",17,"HD","L0595",142.98377045
"1100",17,"HD","L0220",146.36619807
"1101",17,"HD","L0117",143.04766339
"1102",17,"HD","L1149",143.37700751
"1103",17,"HD","L1288",143.59367793
"1104",17,"HD","L0648",145.87055381
"1105",17,"HD","L0120",149.14640669
"1106",17,"HD","L1179",144.13323981
"1107",17,"HD","L0238",151.55921654
"1108",17,"HD","L0627",143.16158265
"1109",17,"HD","L0251",147.09337797
"1110",17,"HD","L0511",145.3818353
"1111",17,"HD","L0264",142.51669049
"1112",17,"HD","L0699",146.23566407
"1113",17,"HD","L1256",150.59853642
"1114",17,"HD","L1013",140.36722896
"1115",17,"HD","L0785",146.56952906
"1116",17,"HD","L0170",143.34542049
"1117",17,"HD","L0712",141.82613597
"1118",17,"HD","L1285",142.02035625
"1119",17,"HD","L0899",143.36914109
"1120",17,"HD","L0319",148.0369084
"1121",17,"HD","L0740",142.48117914
"1122",17,"HD","L0128",145.94039746
"1123",17,"HD","L0930",148.37268572
"1124",17,"HD","L1369",149.92636042
"1125",17,"HD","L1301",150.6383168
"1126",17,"HD","L0023",144.84688565
"1127",17,"HD","L0798",141.40085313
"1128",17,"HD","L0342",147.06105831
"1129",17,"HD","L0401",146.71868907
"1130",17,"HD","L0006",143.63956765
"1131",17,"HD","L0441",148.21852221
"1132",17,"HD","L1122",144.82598741
"1133",17,"HD","L0660",147.56589342
"1134",17,"HD","L0962",144.81869454
"1135",17,"HD","L0160",142.0192833
"1136",17,"HD","L0676",141.35456621
"1137",17,"HD","L0148",146.47610367
"1138",17,"HD","L1272",144.7260789
"1139",17,"HD","L1152",142.41509298
"1140",17,"HD","L0229",146.50920704
"1141",17,"HD","L1214",148.70856941
"1142",17,"HD","L1254",148.01998773
"1143",17,"HD","L1265",147.00145012
"1144",17,"HD","L0914",146.35585045
"1145",17,"HD","L0476",143.70373583
"1146",17,"HD","L0744",144.43566365
"1147",17,"HD","L0421",142.39329423
"1148",17,"HD","L0398",141.05067983
"1149",17,"HD","L0445",145.93774899
"1150",17,"HD","L0045",142.74581838
"1151",17,"HD","L1024",146.26856846
"1152",17,"HD","L0162",146.19694806
"1153",17,"HD","L0634",142.32934256
"1154",17,"HD","L0199",147.53760021
"1155",17,"HD","L0239",142.42409627
"1156",17,"HD","L0311",148.97706091
"1157",17,"HD","L0763",142.6115942
"1158",17,"HD","L0606",143.406351
"1159",17,"HD","L0403",149.34439021
"1160",17,"HD","L0016",150.36006786
"1161",17,"HD","L0507",141.82272452
"1162",17,"HD","L0236",149.32821397
"1163",17,"HD","L1188",148.3164562
"1164",17,"HD","L0242",142.52328072
"1165",17,"HD","L0920",145.04257168
"1166",17,"HD","L1271",147.44896137
"1167",17,"HD","L1202",142.7654598
"1168",17,"HD","L0381",143.59093961
"1169",17,"HD","L1223",146.95335961
"1170",17,"HD","L0578",148.01274825
"1171",17,"HD","L0138",146.26947165
"1172",17,"HD","L0282",146.92488088
"1173",17,"HD","L0475",146.05034717
"1174",17,"HD","L0693",142.18592956
"1175",17,"HD","L0494",146.00959926
"1176",17,"HD","L0344",152.12009238
"1177",17,"HD","L0370",141.65537768
"1178",17,"HD","L0782",141.86113561
"1179",17,"HD","L0485",143.95399547
"1180",17,"HD","L0662",142.42884326
"1181",17,"HD","L0530",146.57999928
"1182",17,"HD","L0800",142.8846967
"1183",17,"HD","L0884",148.23428383
"1184",17,"HD","L0347",150.60427306
"1185",17,"HD","L0688",144.3881513
"1186",17,"HD","L0031",148.20157432
"1187",17,"HD","L0661",143.28845678
"1188",17,"HD","L0946",147.70861117
"1189",17,"HD","L1153",149.91780488
"1190",17,"HD","L0666",138.56761554
"1191",17,"HD","L0433",148.76436922
"1192",17,"HD","L1332",146.58298621
"1193",17,"HD","L0499",149.39206732
"1194",17,"HD","L1120",145.14279926
"1195",17,"HD","L1077",147.35633623
"1196",17,"HD","L1139",144.34796182
"1197",17,"HD","L0029",147.58130913
"1198",17,"HD","L0151",147.18828411
"1199",17,"HD","L0457",145.49643821
"1200",17,"HD","L1367",143.04272744
"1201",17,"HD","L0163",148.06903075
"1202",17,"HD","L1189",142.31842353
"1203",17,"HD","L0945",146.28775077
"1204",17,"HD","L0038",149.06081697
"1205",17,"HD","L0402",145.34179365
"1206",17,"HD","L0278",149.01537411
"1207",17,"HD","L1165",144.01077583
"1208",17,"HD","L0108",145.41621324
"1209",17,"HD","L1206",145.07347442
"1210",17,"HD","L0171",145.24986867
"1211",17,"HD","L0698",150.92557253
"1212",17,"HD","L0203",143.63334873
"1213",17,"HD","L0625",148.06547478
"1214",17,"HD","L0988",141.19038255
"1215",17,"HD","L1307",144.25121219
"1216",17,"HD","L0332",142.57786718
"1217",17,"HD","L1200",146.51209966
"1218",17,"HD","L1328",148.16001217
"1219",17,"HD","L0080",148.9723476
"1220",17,"HD","L0194",146.84004458
"1221",17,"HD","L0670",150.83907583
"1222",17,"HD","L0200",143.1524853
"1223",17,"HD","L1190",145.00925782
"1224",17,"HD","L0396",148.4923129
"1225",17,"HD","L0551",147.20490286
"1226",17,"HD","L0076",143.41131955
"1227",17,"HD","L1274",142.54008494
"1228",17,"HD","L0473",143.8537482
"1229",17,"HD","L0025",149.34066023
"1230",17,"HD","L1076",149.13321555
"1231",17,"HD","L0067",144.51293819
"1232",17,"HD","L0232",146.12523545
"1233",17,"HD","L1016",144.55146262
"1234",17,"HD","L0380",146.86822498
"1235",17,"HD","L0878",144.88359837
"1236",17,"HD","L1242",141.20202809
"1237",17,"HD","L1054",142.92378383
"1238",17,"HD","L0474",147.83980551
"1239",17,"HD","L0215",147.90057826
"1240",17,"HD","L0742",145.21217968
"1241",17,"HD","L1100",142.02443518
"1242",17,"HD","L0384",143.07764155
"1243",17,"HD","L0218",148.4543254
"1244",17,"HD","L0355",151.64661999
"1245",17,"HD","L0503",147.96658014
"1246",17,"HD","L0442",146.39890634
"1247",17,"HD","L0049",142.99943264
"1248",17,"HD","L0434",146.47671509
"1249",17,"HD","L0870",139.8523046
"1250",17,"HD","L1180",143.42301341
"1251",17,"HD","L1359",146.3244569
"1252",17,"HD","L0177",147.4835845
"1253",17,"HD","L0672",143.91915223
"1254",17,"HD","L0017",144.8339429
"1255",17,"HD","L0545",146.43131674
"1256",17,"HD","L1025",145.64681417
"1257",17,"HD","L1176",145.70022915
"1258",17,"HD","L0534",149.65759867
"1259",17,"HD","L0772",144.4191868
"1260",17,"HD","L0728",143.17802152
"1261",17,"HD","L0397",141.30736554
"1262",17,"HD","L0539",140.82828018
"1263",17,"HD","L0998",143.96867172
"1264",17,"HD","L0019",143.07948154
"1265",17,"HD","L0329",147.52165119
"1266",17,"HD","L0886",143.57809672
"1267",17,"HD","L1050",142.89216292
"1268",17,"HD","L0812",148.35554635
"1269",17,"HD","L0919",147.4511419
"1270",17,"HD","L1360",144.65570155
"1271",17,"HD","L0037",147.61958742
"1272",17,"HD","L0876",151.26010111
"1273",17,"HD","L0710",144.20258373
"1274",17,"HD","L0259",142.53954114
"1275",17,"HD","L0926",141.12213695
"1276",17,"HD","L0795",146.27692717
"1277",17,"HD","L1232",146.60492419
"1278",17,"HD","L1170",147.5010468
"1279",17,"HD","L0608",141.69144082
"1280",17,"HD","L0873",150.77723552
"1281",17,"HD","L0209",143.51049818
"1282",17,"HD","L0630",147.61015116
"1283",17,"HD","L0193",142.1721303
"1284",17,"HD","L1284",144.92816369
"1285",17,"HD","L0990",147.34497497
"1286",17,"HD","L0512",148.38053182
"1287",17,"HD","L0753",147.75944159
"1288",17,"HD","L0796",146.0559396
"1289",17,"HD","L0739",142.186394
"1290",17,"HD","L0412",147.13759663
"1291",17,"HD","L0337",150.92510288
"1292",17,"HD","L0986",149.55947516
"1293",17,"HD","L0691",147.14907379
"1294",17,"HD","L0771",143.32639845
"1295",17,"HD","L0040",146.17776133
"1296",17,"HD","L1119",150.51672998
"1297",17,"HD","L0944",151.15001774
"1298",17,"HD","L0448",141.27761322
